invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-22127900022,2019-09-25,4726,WALGREENS #07454 / ANKENY,901 N ANKENY BLVD,ANKENY,50021,,77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-31092700012,2020-10-16,4736,WALGREENS #03876 / MARION,1225 7TH AVE,MARION,52302.0,POINT(-91.596312 42.033295),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-40587500037,2021-09-30,5126,PRICE CHOPPER  /  MERLE HAY #1315,4343 MERLE HAY RD,DES MOINES,50310.0,POINT(-93.697647 41.637408),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-46450500009,2022-04-13,4591,CASEY'S GENERAL STORE #3052 / CLARION,"222, CENTRAL AVE",CLARION,50525.0,POINT(-94.194823 42.504085),99,WRIGHT,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-39572700002,2021-08-26,4491,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,3349 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.619027 41.976807),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-53983200009,2022-12-14,5877,CASEY'S GENERAL STORE #1659 / ANKENY,302 S ANKENY BLVD,ANKENY,50023.0,POINT(-93.60078 41.72912),,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,120.72,18.0,4.75
INV-18800300018,2019-04-16,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208,POINT(-93.035654 41.699173),50,JASPER,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-56464000117,2023-03-08,2502,HY-VEE WINE AND SPIRITS (1022) / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,POINT(-93.60044 41.73464),,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-17579700034,2019-02-15,4369,KUM & GO #28 / NORWALK,2992 SUNSET DR,NORWALK,50211.0,POINT(-93.674051 41.494857),91,WARREN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-29313400010,2020-08-07,5583,CASEY'S GENERAL STORE #2498 / WAPELLO,710 HWY 61 N,WAPELLO,52653.0,POINT(-91.195863 41.185676),58,LOUISA,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-48407800022,2022-06-16,6116,TOBACCO OUTLET PLUS #561 / CEDAR FALLS,4116 UNIVERSITY AVE  STE 104-105,CEDAR FALLS,50613,POINT(-92.407111 42.505909),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.24,18.0,4.75
INV-27665900005,2020-06-02,5780,CASEY'S GENERAL STORE #2630 / CEDAR FALLS,5226 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.420894 42.509791),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-15760100004,2018-11-16,4938,PRONTO MARKET,201 S MAIN ST,HAZLETON,50641.0,POINT(-91.905522 42.615596),10,BUCHANAN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-37600400009,2021-06-17,5280,YESWAY STORE # 10011/ MASON CITY,1920 FEDERAL AVE S,MASON CITY,50401.0,POINT(-93.201072 43.133204),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-56384900001,2023-03-06,5725,EXPRESS LANE GAS & FOOD MART #79,17948 GREAT RIVER RD,PLEASANT VALLEY,52767.0,POINT(-90.42779 41.56774),,SCOTT,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-24163000002,2019-12-26,5302,YESWAY STORE # 10034/ BELMOND,112 RIVER AVE S,BELMOND,50421.0,POINT(-93.616821 42.84535),99,WRIGHT,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-35481200090,2021-03-31,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-53983700003,2022-12-14,5845,CASEY'S GENERAL STORE #3827- ANKENY,3605 NW IRVINEDALE DRIVE,ANKENY,50023.0,POINT(-93.63896 41.7601),,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,120.72,18.0,4.75
INV-35994800017,2021-04-21,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-58048000004,2023-05-02,5421,YESWAY # 1009/ HARLAN,618 DURANT STREET,HARLAN,51537.0,POINT(-95.318509971 41.657070011),,SHELBY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-58327900002,2023-05-11,2689,HY-VEE C-STORE - DOUGLAS,8607 DOUGLAS AVE,URBANDALE,50322.0,POINT(-93.737139382 41.6297310510001),,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-55072800004,2023-01-18,5246,CASEY'S GENERAL STORE #3476 / FOREST,1132 HWY  69 SOUTH,FOREST CITY,50436,POINT(-93.63441 43.25574),,HANCOCK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-29408900009,2020-08-11,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208.0,POINT(-93.035654 41.699173),50,JASPER,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-23828400051,2019-12-11,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT(-93.73162 41.571127),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-45713700030,2022-03-18,5041,CASEY'S GENERAL STORE #3309 / MONTEZ,106 N FRONT ST,MONTEZUMA,50171.0,POINT(-92.52723 41.58587),79,POWESHIEK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-13605000007,2018-08-02,4136,FAREWAY STORES #983 / GRIMES,351 GATEWAY DR,GRIMES,50111.0,,77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-24252800018,2019-12-30,2568,HY-VEE FOOD STORE #4 / CEDAR RAPIDS,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402.0,POINT(-91.650755 41.988967),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-32879600037,2020-12-21,4228,FAREWAY STORES #462 / VINTON,501 A AVE,VINTON,52349.0,POINT(-92.025603 42.166166),6,BENTON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-16500100045,2018-12-21,2553,HY-VEE FOOD STORE / CRESTON,600 SHELDON,CRESTON,50801.0,POINT(-94.372552 41.051462),88,UNION,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-58975200029,2023-06-01,3622,WAL-MART 1415 / SPIRIT LAKE,2600 HWY 71,SPIRIT LAKE,51360.0,POINT(-95.126499925 43.415723503),,DICKINSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-19773700011,2019-06-04,4131,FAREWAY STORES #933 / URBANDALE,8450 MEREDITH DR,URBANDALE,50322,POINT(-93.734312 41.643829),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-21235700004,2019-08-14,5301,YESWAY STORE # 10012/ OTTUMWA,2508 COURT ST N,OTTUMWA,52501,POINT(-92.409169 41.051858),90,WAPELLO,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-29727700018,2020-08-25,5389,CASEY'S GENERAL STORE # 2511/ CRESCO,601 2ND AVE. S.W.,CRESCO,52136.0,POINT(-92.125702 43.371147),45,HOWARD,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-17420300004,2019-02-07,4373,KUM & GO #74 / WEST DES MOINES,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266.0,POINT(-93.809458 41.567246),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-18116300029,2019-03-13,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103,POINT(-96.419074 42.503495),97,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-44535900029,2022-02-08,5186,CASEY'S GENERAL STORE #3452 / WEST U,"102, E  BRADFORD ST",WEST UNION,52175.0,POINT(-91.806405 42.964219),33,FAYETTE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-26099300019,2020-03-24,4157,FAREWAY STORES #993 / NORTH LIBERTY,615 WESTWOOD DR   P.O BOX 96,NORTH LIBERTY,52317.0,POINT(-91.608385 41.741097),52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-25773900019,2020-03-10,5605,CASEY'S GENERAL STORE #1416 / NEW HAMPTON,615 N LINN AVE,NEW HAMPTON,50659.0,POINT(-92.317835 43.065235),19,CHICKASAW,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-54702200004,2023-01-06,5858,TAYLOR QUIK PIK - SHELBY,12 EAST STREET,SHELBY,51570.0,POINT(-95.45117 41.501),,POTTAWATTAMIE,1031100,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-15549700016,2018-11-07,4805,LIQUOR TOBACCO & GROCERY / FORT DODGE,902 1ST AVE N,FORT DODGE,50501.0,POINT(-94.186138 42.506332),94,WEBSTER,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-55893100015,2023-02-15,5761,CASEY'S GENERAL STORE #1315 / ARNOLDS PARK,357 HWY 71 S,ARNOLDS PARK,51331.0,POINT(-95.13854 43.36305),,DICKINSON,1031100,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-18685700024,2019-04-10,3592,WAL-MART 0886 / FORT DODGE,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT(-94.153456 42.505334),42,HARDIN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-19148500031,2019-05-03,3592,WAL-MART 0886 / FORT DODGE,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT(-94.153456 42.505334),42,HARDIN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-22215800010,2019-09-30,4968,CASEY'S GENERAL STORE #3042 / BROOKLYN,"106, W 2ND ST",BROOKLYN,52211,POINT(-92.445853 41.7301),79,POWESHIEK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-55066700036,2023-01-18,10089,CASEY'S #4306 / FAIRFIELD,1601 WEST BURLINGTON AVENUE,FAIRFIELD,52556,POINT(-91.98309 41.00646),,JEFFERSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-54022200022,2022-12-15,5489,CASEY'S GENERAL STORE #1550 / WINFIELD,201 N LOCUST,WINFIELD,52659.0,POINT(-91.43792 41.12993),,HENRY,1031100,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.5,5.25,24,120.72,18.0,4.75
INV-14277600002,2018-09-06,4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT(-93.58166 41.731869),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-50083200070,2022-08-05,4678,FAREWAY STORES #124 / ADEL,804 NILE KINNICK DR,ADEL,50003,POINT(-94.016796 41.61025),,DALLAS,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-14484200130,2018-09-17,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT(-95.879662 41.261925),78,POTTAWATTAMIE,1032200.0,IMPORTED FLAVORED VODKA,65,JIM BEAM BRANDS,36468,EFFEN BLOOD ORANGE,6,750,12.5,18.75,24,450.0,18.0,4.75
INV-53551600062,2022-12-01,2201,HAPPY'S WINE & SPIRITS WHOLESALE,5925 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.42851 42.51302),,BLACK HAWK,1031200,AMERICAN FLAVORED VODKA,259,HEAVEN HILL BRANDS,36606,DEEP EDDY ORANGE,12,750,9.0,13.5,24,306.0,18.0,4.75
INV-61514700086,2023-08-23,2501,HY-VEE  #2 (1018) / AMES,640 LINCOLNWAY,AMES,50010,POINT(-93.619668015 42.020044011),,STORY,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,36618,NEW AMSTERDAM RASPBERRY,12,750,8.0,12.0,24,288.0,18.0,4.75
INV-45422400058,2022-08-02,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,POINT(-93.808855 41.598515),,POLK,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,36618,NEW AMSTERDAM RASPBERRY,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-19725100049,2019-05-31,3830,WAL-MART 1435 / CRESTON,806 LAUREL ST,CRESTON,50801,POINT(-94.372786 41.047714),88,UNION,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-36949800014,2021-05-25,3888,WAL-MART 0647 / GRINNELL,415 INDUSTRIAL AVE,GRINNELL,50112.0,POINT(-92.730259 41.720919),79,POWESHIEK,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-28537100020,2020-07-07,3888,WAL-MART 0647 / GRINNELL,415 INDUSTRIAL AVE,GRINNELL,50112,POINT(-92.730259 41.720919),79,POWESHIEK,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-27267300070,2020-05-15,3562,WAL-MART 0797 / W BURLINGTON,324 WEST AGENCY RD,WEST BURLINGTON,52655.0,POINT(-91.158407 40.813125),29,DES MOINES,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-28728600020,2020-07-15,3789,WAL-MART 1393 / OSKALOOSA,2203 A AVENUE WEST,OSKALOOSA,52577,POINT(-92.669924 41.298516),62,MAHASKA,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-23000600036,2019-11-04,4001,WAL-MART 1787 / CARROLL,2014 KITTY HAWK AVE,CARROLL,51401,POINT(-94.893501 42.081312),14,CARROLL,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-24956000021,2020-01-31,4027,WAL-MART 1621 / CENTERVILLE,23148 HWY 5,CENTERVILLE,52544.0,POINT(-92.867849 40.70856),4,APPANOOSE,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-57204700029,2023-04-04,3651,WAL-MART 1491 / INDIANOLA,1500 NORTH JEFFERSON,INDIANOLA,50125.0,POINT(-93.555810989 41.373346989),,WARREN,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-53475000048,2022-11-29,3731,WAL-MART 1241 / DAVENPORT,5811 ELMORE AVE,DAVENPORT,52807.0,POINT(-90.52905 41.58027),,SCOTT,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-50084300030,2022-08-05,3632,WAL-MART 2004 / DUBUQUE,4200 DODGE ST,DUBUQUE,52003,POINT(-90.73647 42.489179),,DUBUQUE,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-16651600051,2018-12-31,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302.0,,57,LINN,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-17958200036,2019-03-06,4004,WAL-MART 4256 / AMES,534 S DUFF AVE,AMES,50010,POINT(-93.610343 42.017115),85,STORY,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-26091200035,2020-03-24,3859,WAL-MART 0750 / INDEPENDENCE,302 ENTERPRISE DR SW,INDEPENDENCE,50644.0,POINT(-91.892924 42.450709),10,BUCHANAN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-23851300043,2019-12-11,3811,WAL-MART 1431 / KEOKUK,300 NORTH PARK DR,KEOKUK,52632,POINT(-91.407263 40.418589),56,LEE,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-19277400054,2019-05-10,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302,,57,LINN,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-43188900020,2021-12-22,3949,WAL-MART 0751 / PELLA,1650 WASHINGTON ST,PELLA,50219.0,POINT(-92.934358 41.410511),63,MARION,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,36648,CALIBER VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
INV-23390500005,2019-11-21,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT(-93.519187 41.598109),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,36769,ABSOLUT GRAPEFRUIT,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-29538600043,2020-08-18,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,36769,ABSOLUT GRAPEFRUIT,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-31883100002,2020-11-12,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009.0,POINT(-93.465301 41.644041),77,POLK,1031100.0,AMERICAN VODKAS,626,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.3,4.95,24,118.8,18.0,4.75
INV-48829000021,2022-06-30,4382,KUM & GO #8 / 8TH ST / WDM,1293 8TH ST.,WEST DES MOINES,50265,POINT(-93.71325 41.590709),77,POLK,1031100.0,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12,750,3.66,5.49,24,122.88,18.0,4.75
INV-19885800026,2019-06-10,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1031100.0,AMERICAN VODKAS,229,DEHNER DISTILLERY,36873,BLUE OX VODKA,12,750,3.2,4.8,24,115.2,18.0,4.75
INV-59026500011,2023-06-03,5610,CASEY'S GENERAL STORE #2690 / ANAMOSA,500 E MAIN ST,ANAMOSA,52205.0,POINT(-91.280185967 42.10851898),,JONES,1031100.0,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12,750,3.66,5.49,24,131.76,18.0,4.75
INV-43775000099,2022-01-13,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009.0,POINT(-93.465301 41.644041),77,POLK,1031100.0,AMERICAN VODKAS,626,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.41,5.12,24,122.88,18.0,4.75
INV-42363900003,2021-11-26,5698,CASEY'S #3746 / GRIMES,1650 NE BEAVER BROOKE BLVD,GRIMES,50111.0,,77,POLK,1031100.0,AMERICAN VODKAS,626,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.41,5.12,24,122.88,18.0,4.75
INV-56266200037,2023-03-01,2532,HY-VEE FOOD STORE #2 (1138) / DES MOINES,2540 E EUCLID,DES MOINES,50317.0,POINT(-93.56944 41.62835),,POLK,1031100,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12,750,3.66,5.49,24,131.76,18.0,4.75
INV-25213500019,2020-02-13,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT(-93.673222 41.600361),77,POLK,1031100.0,AMERICAN VODKAS,626,RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.2,4.8,24,115.2,18.0,4.75
INV-29601900042,2020-08-19,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311.0,,77,POLK,1031100.0,AMERICAN VODKAS,626,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.3,4.95,24,118.8,18.0,4.75
INV-38493300104,2021-07-20,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1031100.0,AMERICAN VODKAS,626,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.38,5.07,24,121.68,18.0,4.75
INV-34011300050,2021-02-03,2611,HY-VEE DRUGSTORE / OTTUMWA,1140 NORTH JEFFERSON ST,OTTUMWA,52501.0,POINT(-92.401538 41.026754),90,WAPELLO,1031100.0,AMERICAN VODKAS,626.0,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.3,4.95,24,118.8,18.0,4.75
INV-53895000004,2022-12-12,5620,CASEY'S GENERAL STORE #2874 / RICEVILLE,208 W MAIN ST,RICEVILLE,50466.0,POINT(-92.55645 43.36381),,HOWARD,1031100,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12,750,3.66,5.49,24,131.76,18.0,4.75
INV-36807300061,2021-05-20,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.673222 41.600361),77,POLK,1031100.0,AMERICAN VODKAS,626,JDSO INC / RED BOOT DISTILLERY,36873,BLUE OX VODKA,12,750,3.33,5.0,24,120.0,18.0,4.75
INV-48678000024,2022-06-24,5964,CASEY'S GENERAL STORE #3032 / CHARITON,335 N MAIN ST,CHARITON,50049,POINT(-93.308367 41.017872),59,LUCAS,1031100.0,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12,750,3.66,5.49,24,122.88,18.0,4.75
INV-15986000068,2018-11-29,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1031100.0,AMERICAN VODKAS,566.0,"FOUNDRY DISTILLING COMPANY, LLC",36878,FOUNDRY VODKA,6,750,7.93,11.9,24,285.6,18.0,4.75
INV-31830100003,2020-11-10,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103.0,POINT(-96.419074 42.503495),97,WOODBURY,1031100.0,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36886,MCCORMICK 80PRF VODKA,12,750,3.31,4.97,24,119.28,18.0,4.75
